datetime,station,pm25,pm10,no2,o3,so2,co,temperature,humidity,aqi
2026-01-11 12:00:00,Tumbaco,21.81,22.91,23.42,28.98,5.29,0.47,16.42,51.13,63.97
2026-01-11 13:00:00,Carapungo,49.51,50.49,45.28,34.97,3.96,0.52,14.03,73.7,116.14
2026-01-11 14:00:00,Centro,28.82,39.78,27.86,18.27,11.15,0.47,19.23,83.32,87.8
2026-01-11 15:00:00,Carapungo,20.3,54.31,37.27,29.1,7.72,0.64,20.0,87.83,82.85
2026-01-11 16:00:00,Centro,15.35,56.53,11.63,20.32,2.51,0.67,13.95,99.38,44.56
2026-01-11 17:00:00,Los Chillos,24.23,85.04,30.48,17.66,5.47,0.63,16.63,54.18,89.0
2026-01-11 18:00:00,Cotocollao,35.86,106.68,40.84,22.82,3.78,1.28,13.96,98.89,131.71
2026-01-11 19:00:00,Cotocollao,59.99,108.79,29.24,36.34,2.97,0.61,15.3,60.75,150.88
2026-01-11 20:00:00,Cotocollao,29.47,60.34,28.89,34.65,2.32,0.41,19.65,57.89,89.48
2026-01-11 21:00:00,Carapungo,30.93,54.42,25.56,29.7,5.86,0.68,15.8,68.92,80.72
2026-01-11 22:00:00,Los Chillos,21.87,19.75,27.34,17.27,3.64,0.44,17.1,58.02,66.27
2026-01-11 23:00:00,Centro,44.11,46.08,32.9,26.63,6.94,0.66,13.12,69.79,104.4
2026-01-12 00:00:00,Tumbaco,33.77,47.58,5.68,30.11,6.99,0.12,18.56,49.16,58.57
2026-01-12 01:00:00,Centro,24.85,96.93,11.25,29.23,7.75,0.88,17.87,62.13,86.83
2026-01-12 02:00:00,Tumbaco,14.47,21.19,16.12,15.09,3.3,0.73,15.81,80.43,54.84
2026-01-12 03:00:00,Centro,42.49,50.56,40.13,21.77,5.95,0.3,17.43,64.32,106.01
2026-01-12 04:00:00,Los Chillos,27.46,44.6,3.02,27.55,6.26,0.3,18.54,66.7,79.09
2026-01-12 05:00:00,Tumbaco,29.42,39.36,16.8,31.75,4.05,0.93,15.56,70.7,83.89
2026-01-12 06:00:00,Carapungo,34.67,42.71,27.03,12.63,3.46,0.45,13.57,79.05,89.19
2026-01-12 07:00:00,Centro,40.16,107.86,75.82,26.87,8.22,0.65,23.42,45.14,150.36
2026-01-12 08:00:00,Centro,56.12,79.57,46.03,29.0,5.45,0.22,16.1,72.01,142.51
2026-01-12 09:00:00,Tumbaco,37.04,53.74,33.68,33.95,6.27,0.79,17.71,61.78,103.61
2026-01-12 10:00:00,Carapungo,37.13,69.15,33.97,32.85,3.36,0.55,21.03,67.0,106.8
2026-01-12 11:00:00,Carapungo,33.88,58.63,10.34,32.08,2.56,0.74,28.59,77.72,92.36
2026-01-12 12:00:00,Los Chillos,30.53,38.45,31.15,22.4,3.86,0.32,14.27,50.67,75.57
2026-01-12 13:00:00,Carapungo,40.76,56.36,34.74,14.64,4.75,0.3,19.35,52.85,95.06
2026-01-12 14:00:00,Carapungo,42.97,56.78,37.79,25.25,2.87,0.69,15.88,41.77,105.56
2026-01-12 15:00:00,Carapungo,35.35,51.28,73.33,35.01,4.98,0.8,16.38,58.41,142.96
2026-01-12 16:00:00,Cotocollao,22.73,45.23,9.16,37.75,1.62,0.29,15.84,80.97,69.11
2026-01-12 17:00:00,Los Chillos,34.76,103.47,58.2,32.97,2.76,1.22,14.62,63.55,140.27
2026-01-12 18:00:00,Centro,66.47,112.17,47.67,31.01,6.34,0.91,17.88,48.92,167.5
2026-01-12 19:00:00,Tumbaco,18.56,48.68,32.76,30.66,6.21,1.23,13.58,59.17,85.15
2026-01-12 20:00:00,Centro,52.39,116.45,51.74,24.11,4.22,0.88,20.84,47.15,157.28
2026-01-12 21:00:00,Los Chillos,18.85,39.99,21.61,27.09,2.96,0.1,18.17,51.5,62.64
2026-01-12 22:00:00,Tumbaco,17.78,50.08,16.35,39.68,2.95,0.57,19.27,69.67,58.9
2026-01-12 23:00:00,Los Chillos,32.23,50.54,27.64,21.4,4.25,0.81,16.6,50.91,92.52
2026-01-13 00:00:00,Carapungo,30.59,56.41,16.72,39.3,6.29,0.42,16.9,78.35,82.4
2026-01-13 01:00:00,Tumbaco,17.9,41.37,24.8,25.75,6.86,0.52,18.86,64.15,58.91
2026-01-13 02:00:00,Carapungo,14.46,27.87,28.17,37.28,4.01,0.56,14.51,66.03,66.61
2026-01-13 03:00:00,Centro,39.16,39.34,22.34,18.15,2.69,0.1,16.93,61.66,75.03
2026-01-13 04:00:00,Centro,38.03,37.93,29.96,32.1,5.54,0.93,15.42,74.27,104.51
2026-01-13 05:00:00,Tumbaco,31.44,37.72,28.05,22.84,3.35,0.42,15.33,74.4,88.59
2026-01-13 06:00:00,Tumbaco,15.63,56.79,16.57,18.09,3.96,0.7,11.67,69.02,54.8
2026-01-13 07:00:00,Los Chillos,35.63,117.7,41.8,29.53,7.65,0.87,22.02,71.78,123.97
2026-01-13 08:00:00,Los Chillos,35.99,81.86,28.73,35.07,6.65,1.28,15.94,62.45,113.48
2026-01-13 09:00:00,Carapungo,67.51,102.4,60.57,22.09,5.32,1.02,21.49,71.51,182.65
2026-01-13 10:00:00,Tumbaco,16.99,14.39,24.39,17.51,2.46,0.55,21.21,60.95,51.03
2026-01-13 11:00:00,Centro,33.93,51.6,55.7,27.36,5.42,0.42,14.14,65.03,112.66
2026-01-13 12:00:00,Los Chillos,26.86,33.18,23.6,27.39,7.13,0.76,14.73,61.7,90.41
2026-01-13 13:00:00,Los Chillos,23.49,35.69,30.35,31.84,4.25,0.23,25.68,59.51,69.29
2026-01-13 14:00:00,Centro,25.8,59.47,36.1,34.65,7.7,0.73,23.25,56.73,79.37
2026-01-13 15:00:00,Los Chillos,23.55,37.92,35.37,27.58,7.59,0.38,17.91,70.61,84.01
2026-01-13 16:00:00,Carapungo,39.77,19.9,25.02,40.99,8.33,0.85,18.77,80.73,108.17
2026-01-13 17:00:00,Tumbaco,16.55,67.46,37.15,29.57,5.61,0.95,16.11,79.05,87.19
2026-01-13 18:00:00,Centro,48.43,60.71,49.23,25.58,6.17,1.09,19.3,49.92,125.03
2026-01-13 19:00:00,Tumbaco,19.68,58.31,29.38,16.72,7.83,0.92,15.85,80.47,76.17
2026-01-13 20:00:00,Los Chillos,47.34,114.17,38.6,26.16,5.89,0.37,11.9,61.18,129.98
2026-01-13 21:00:00,Los Chillos,9.81,31.21,27.02,25.65,4.0,0.43,14.04,72.21,55.85
2026-01-13 22:00:00,Centro,24.54,9.86,33.7,34.72,4.1,0.73,18.06,54.13,61.77
2026-01-13 23:00:00,Carapungo,32.52,52.92,34.73,31.24,5.48,0.63,14.61,66.7,95.37
2026-01-14 00:00:00,Cotocollao,37.98,67.67,41.39,19.74,2.42,0.84,17.8,68.76,105.27
2026-01-14 01:00:00,Centro,30.06,104.13,46.04,29.21,4.71,0.68,14.78,47.18,119.92
2026-01-14 02:00:00,Cotocollao,19.31,29.21,35.15,32.7,7.19,0.41,15.65,72.3,66.85
2026-01-14 03:00:00,Cotocollao,40.75,57.7,23.49,38.7,0.62,0.44,20.56,81.15,105.96
2026-01-14 04:00:00,Carapungo,13.54,49.43,23.25,34.21,8.07,0.62,18.74,62.9,63.9
2026-01-14 05:00:00,Cotocollao,4.85,47.75,35.91,33.33,7.24,0.14,17.97,81.32,46.58
2026-01-14 06:00:00,Cotocollao,28.07,93.13,35.21,28.42,4.08,0.93,20.64,62.72,112.62
2026-01-14 07:00:00,Carapungo,35.07,43.79,71.72,30.72,6.09,1.03,19.44,75.2,123.0
2026-01-14 08:00:00,Cotocollao,22.82,80.53,33.28,36.75,5.01,1.27,22.34,38.38,91.52
2026-01-14 09:00:00,Cotocollao,45.65,85.83,38.22,18.67,7.46,0.43,16.62,94.03,142.88
2026-01-14 10:00:00,Cotocollao,26.35,67.42,13.07,25.55,6.97,0.85,16.71,82.95,85.31
2026-01-14 11:00:00,Centro,24.48,65.06,30.6,22.59,2.2,1.05,14.1,61.58,88.2
2026-01-14 12:00:00,Centro,16.46,69.47,46.16,30.65,6.17,0.34,16.71,41.33,96.73
2026-01-14 13:00:00,Centro,40.57,54.78,29.78,36.61,4.59,0.75,20.89,68.46,123.76
2026-01-14 14:00:00,Carapungo,35.36,63.75,39.16,23.82,5.17,0.6,21.9,47.67,104.91
2026-01-14 15:00:00,Los Chillos,21.21,39.85,23.48,11.27,3.54,0.29,20.88,70.34,65.65
2026-01-14 16:00:00,Cotocollao,40.45,59.76,30.35,25.11,8.5,0.7,12.62,69.94,99.72
2026-01-14 17:00:00,Cotocollao,22.17,65.1,26.1,34.39,7.08,1.15,21.25,53.7,86.11
2026-01-14 18:00:00,Carapungo,19.1,98.78,50.08,31.76,3.52,0.72,12.48,78.45,103.47
2026-01-14 19:00:00,Cotocollao,27.17,73.53,1.77,31.0,2.33,1.25,20.69,74.67,84.05
2026-01-14 20:00:00,Centro,45.43,129.97,49.36,26.04,4.23,0.4,16.9,76.71,151.09
2026-01-14 21:00:00,Los Chillos,23.95,44.23,11.96,19.05,5.87,0.3,20.11,65.11,67.83
2026-01-14 22:00:00,Tumbaco,16.06,14.72,27.72,31.61,5.48,0.63,14.0,48.01,59.08
2026-01-14 23:00:00,Cotocollao,27.3,70.32,34.34,22.16,7.51,0.61,21.51,76.73,84.13
2026-01-15 00:00:00,Centro,16.78,43.98,40.23,43.29,6.58,0.46,13.61,61.76,69.99
2026-01-15 01:00:00,Tumbaco,26.84,28.15,29.73,31.99,6.94,0.76,15.99,48.32,74.99
2026-01-15 02:00:00,Los Chillos,21.34,36.07,17.41,23.94,5.65,0.71,15.01,81.22,62.32
2026-01-15 03:00:00,Tumbaco,24.75,52.49,31.18,23.72,2.22,0.77,12.74,90.19,92.24
2026-01-15 04:00:00,Centro,34.64,18.15,45.44,27.35,4.61,0.58,18.28,64.51,84.25
2026-01-15 05:00:00,Tumbaco,20.52,73.65,18.49,26.32,7.12,0.72,23.42,90.91,75.09
2026-01-15 06:00:00,Carapungo,34.53,79.09,44.31,35.82,4.9,0.51,26.0,66.1,123.27
2026-01-15 07:00:00,Tumbaco,30.7,58.02,19.38,29.3,6.01,1.52,18.29,60.43,91.97
2026-01-15 08:00:00,Cotocollao,44.78,72.89,30.37,22.88,4.36,0.66,21.35,57.43,121.08
2026-01-15 09:00:00,Cotocollao,53.84,81.32,33.22,41.23,2.94,1.53,18.7,84.64,145.22
2026-01-15 10:00:00,Carapungo,30.64,68.66,27.0,28.35,4.75,0.61,19.5,55.64,97.13
2026-01-15 11:00:00,Centro,38.74,76.55,23.17,33.38,5.62,0.32,16.97,73.82,104.05
2026-01-15 12:00:00,Cotocollao,23.41,58.67,38.26,23.74,3.69,0.87,18.59,58.29,94.53
2026-01-15 13:00:00,Los Chillos,33.52,46.34,22.93,30.54,4.53,0.63,19.61,59.48,77.18
2026-01-15 14:00:00,Cotocollao,18.25,46.24,30.6,30.18,3.12,0.77,16.26,77.36,70.89
2026-01-15 15:00:00,Cotocollao,40.05,47.0,22.48,14.77,7.24,0.84,17.77,60.44,98.83
2026-01-15 16:00:00,Centro,30.35,58.91,14.61,42.11,4.41,0.67,17.82,60.14,92.01
2026-01-15 17:00:00,Tumbaco,12.66,74.41,32.59,37.03,7.91,0.72,20.48,78.59,90.31
2026-01-15 18:00:00,Cotocollao,37.99,88.94,16.01,25.22,8.06,1.19,14.8,84.17,106.64
2026-01-15 19:00:00,Carapungo,32.28,1.74,47.68,20.28,4.84,0.9,17.85,72.74,98.51
2026-01-15 20:00:00,Tumbaco,34.47,65.81,16.86,30.43,2.98,1.11,23.74,57.14,92.59
2026-01-15 21:00:00,Los Chillos,16.78,47.92,40.9,28.61,0.83,0.17,21.49,58.87,83.94
2026-01-15 22:00:00,Centro,25.8,62.61,45.21,30.49,2.06,0.69,22.05,65.96,104.84
2026-01-15 23:00:00,Los Chillos,6.88,39.17,25.85,29.34,2.25,0.47,18.07,68.85,42.66
2026-01-16 00:00:00,Tumbaco,14.71,49.49,28.09,31.54,7.76,0.93,18.96,53.15,72.55
2026-01-16 01:00:00,Tumbaco,2.09,47.37,14.58,38.13,5.23,0.72,21.01,73.68,43.17
2026-01-16 02:00:00,Tumbaco,7.46,26.73,23.48,31.98,5.78,0.65,22.68,66.03,52.07
2026-01-16 03:00:00,Los Chillos,28.08,51.11,26.6,20.65,0.56,0.7,12.15,44.41,82.12
2026-01-16 04:00:00,Tumbaco,22.63,24.34,21.69,37.54,2.6,0.4,14.05,53.85,63.34
2026-01-16 05:00:00,Los Chillos,25.4,24.31,35.18,39.48,6.77,0.92,21.93,58.95,93.4
2026-01-16 06:00:00,Tumbaco,11.41,28.48,24.69,50.06,5.57,1.0,17.17,64.13,60.47
2026-01-16 07:00:00,Carapungo,42.16,112.98,53.25,20.14,4.71,1.02,15.98,87.67,150.3
2026-01-16 08:00:00,Tumbaco,26.37,71.16,14.11,29.7,6.13,1.38,14.24,67.86,86.92
2026-01-16 09:00:00,Los Chillos,19.1,79.04,25.98,13.43,8.27,0.73,16.33,54.91,92.52
2026-01-16 10:00:00,Cotocollao,37.43,61.46,26.42,31.87,4.56,0.44,13.79,67.65,95.83
2026-01-16 11:00:00,Tumbaco,23.22,42.19,20.6,24.16,5.14,0.61,24.27,60.77,65.62
2026-01-16 12:00:00,Cotocollao,22.26,38.92,17.55,41.46,5.39,0.69,17.93,68.9,83.37
2026-01-16 13:00:00,Carapungo,28.88,66.92,57.58,22.58,9.78,0.52,17.83,71.97,104.66
2026-01-16 14:00:00,Centro,33.13,79.81,51.98,16.18,0.8,0.71,19.76,79.51,128.02
2026-01-16 15:00:00,Carapungo,7.37,73.21,38.76,24.7,6.37,0.66,20.89,64.71,77.79
2026-01-16 16:00:00,Tumbaco,16.02,50.27,20.46,14.17,4.77,0.4,20.84,84.67,57.8
2026-01-16 17:00:00,Cotocollao,27.3,91.78,38.45,33.26,6.13,1.06,21.22,75.9,95.66
2026-01-16 18:00:00,Cotocollao,23.08,82.95,28.68,13.54,3.69,1.16,16.11,56.51,91.06
2026-01-16 19:00:00,Los Chillos,29.63,91.58,38.43,28.2,4.9,0.95,17.11,91.52,112.06
2026-01-16 20:00:00,Cotocollao,60.03,73.59,44.65,13.46,6.42,1.25,20.31,68.92,159.26
2026-01-16 21:00:00,Los Chillos,27.13,31.77,15.07,25.76,11.23,0.36,16.42,54.98,80.14
2026-01-16 22:00:00,Centro,24.4,59.58,38.74,39.5,6.62,0.69,17.98,84.83,88.21
2026-01-16 23:00:00,Tumbaco,21.26,27.06,19.01,30.52,3.3,0.37,19.2,89.93,67.61
2026-01-17 00:00:00,Los Chillos,33.19,34.87,9.74,21.96,4.15,0.38,20.36,64.6,79.15
2026-01-17 01:00:00,Centro,41.16,59.97,25.36,27.78,4.09,0.47,12.67,58.96,113.15
2026-01-17 02:00:00,Cotocollao,24.72,36.43,23.86,28.13,1.41,0.41,20.14,62.93,75.99
2026-01-17 03:00:00,Cotocollao,18.51,44.42,44.11,31.31,4.34,0.49,17.3,73.58,64.13
2026-01-17 04:00:00,Centro,38.62,23.23,41.23,18.43,6.47,0.56,20.12,80.33,94.76
2026-01-17 05:00:00,Cotocollao,27.66,53.02,15.75,32.15,2.45,0.77,20.33,71.85,71.66
2026-01-17 06:00:00,Centro,40.83,63.03,40.44,9.07,7.1,0.54,22.82,66.22,108.41
2026-01-17 07:00:00,Los Chillos,40.62,49.12,18.93,23.59,5.98,0.42,22.06,82.98,102.55
2026-01-17 08:00:00,Los Chillos,45.59,82.33,50.49,24.58,3.53,1.24,22.04,61.25,141.47
2026-01-17 09:00:00,Centro,37.21,124.03,44.59,32.43,4.72,0.65,22.33,77.37,144.74
2026-01-17 10:00:00,Los Chillos,32.54,20.89,24.25,28.16,8.2,0.59,18.87,61.54,81.9
2026-01-17 11:00:00,Los Chillos,23.58,33.56,35.61,18.16,6.47,0.69,18.1,70.17,65.79
2026-01-17 12:00:00,Los Chillos,38.6,33.46,14.7,21.11,5.02,0.64,20.62,63.64,64.81
2026-01-17 13:00:00,Carapungo,21.43,40.17,17.97,29.39,4.52,0.82,20.2,64.33,69.94
2026-01-17 14:00:00,Tumbaco,28.71,45.95,16.26,27.45,5.15,0.7,17.07,60.47,76.75
2026-01-17 15:00:00,Cotocollao,25.94,46.3,36.64,23.95,3.98,0.43,19.21,81.14,76.1
2026-01-17 16:00:00,Carapungo,21.83,53.34,16.7,24.63,0.79,1.04,17.89,56.2,60.08
2026-01-17 17:00:00,Los Chillos,27.19,22.41,3.51,32.87,9.08,0.96,15.44,56.12,58.03
2026-01-17 18:00:00,Centro,40.82,114.52,44.92,24.38,5.31,0.86,21.87,90.45,135.56
2026-01-17 19:00:00,Los Chillos,38.09,39.62,44.12,27.38,5.8,1.19,18.17,76.73,115.35
2026-01-17 20:00:00,Tumbaco,31.42,55.08,41.52,43.19,4.88,0.97,24.15,36.38,108.28
2026-01-17 21:00:00,Los Chillos,17.41,49.16,21.29,18.03,3.53,0.68,13.12,58.22,77.17
2026-01-17 22:00:00,Centro,30.53,91.57,30.39,15.04,4.63,1.1,16.33,43.26,97.29
2026-01-17 23:00:00,Tumbaco,31.31,20.29,27.38,33.49,1.8,0.54,18.1,53.59,87.15
2026-01-18 00:00:00,Los Chillos,35.82,1.0,10.04,23.25,9.55,0.54,21.41,27.34,67.01
2026-01-18 01:00:00,Tumbaco,20.39,38.21,17.51,25.77,2.53,0.62,19.2,63.36,69.42
2026-01-18 02:00:00,Cotocollao,24.53,79.21,29.18,22.53,2.94,0.81,18.93,51.3,88.23
2026-01-18 03:00:00,Cotocollao,25.26,69.94,31.45,26.18,4.12,0.3,14.62,65.72,96.22
2026-01-18 04:00:00,Los Chillos,26.91,48.14,20.92,39.19,7.58,0.21,14.53,45.5,80.89
2026-01-18 05:00:00,Tumbaco,11.05,30.1,20.22,33.61,5.03,0.48,18.97,65.99,44.97
2026-01-18 06:00:00,Centro,27.92,79.95,7.13,34.04,2.53,0.27,13.91,60.02,81.94
2026-01-18 07:00:00,Los Chillos,12.98,45.6,29.6,18.09,7.51,0.77,16.4,83.02,60.67
2026-01-18 08:00:00,Cotocollao,41.57,86.04,47.24,19.94,6.46,1.05,19.5,81.94,133.96
2026-01-18 09:00:00,Cotocollao,44.84,86.76,28.28,8.13,6.08,0.63,15.05,74.42,107.77
2026-01-18 10:00:00,Los Chillos,18.13,60.9,25.47,22.33,6.43,0.31,22.82,61.08,69.85
2026-01-18 11:00:00,Tumbaco,27.67,69.12,22.86,34.7,9.79,0.61,21.67,88.82,93.4
2026-01-18 12:00:00,Cotocollao,13.41,55.97,24.49,31.62,9.37,0.77,13.29,46.36,67.41
2026-01-18 13:00:00,Tumbaco,8.23,29.89,21.09,26.45,3.63,0.26,15.2,48.16,54.11
2026-01-18 14:00:00,Cotocollao,26.18,49.08,19.03,27.84,8.25,0.76,11.14,63.99,84.5
2026-01-18 15:00:00,Cotocollao,33.41,20.31,25.68,23.18,5.77,0.76,15.65,92.05,81.14
2026-01-18 16:00:00,Carapungo,46.11,44.95,38.85,29.43,6.0,0.79,20.3,62.57,119.02
2026-01-18 17:00:00,Cotocollao,30.24,64.12,43.32,33.36,1.62,1.27,16.76,62.8,111.61
2026-01-18 18:00:00,Centro,64.32,77.99,42.65,16.69,4.66,1.56,19.38,47.7,162.82
2026-01-18 19:00:00,Los Chillos,32.54,70.93,40.19,30.1,3.37,0.79,13.43,76.35,93.76
2026-01-18 20:00:00,Los Chillos,30.93,49.0,46.08,34.53,6.66,0.93,20.39,76.44,101.78
2026-01-18 21:00:00,Tumbaco,23.26,49.45,6.88,25.09,7.14,0.52,16.33,74.47,52.53
2026-01-18 22:00:00,Cotocollao,29.94,49.5,37.7,32.9,0.85,0.6,18.04,57.45,105.12
2026-01-18 23:00:00,Centro,13.14,62.8,31.23,47.7,4.96,0.91,17.72,56.52,77.82
2026-01-19 00:00:00,Tumbaco,27.05,32.07,22.72,27.27,7.24,0.33,14.19,49.48,70.65
2026-01-19 01:00:00,Carapungo,42.95,61.53,44.95,30.75,4.63,0.43,14.54,66.01,126.92
2026-01-19 02:00:00,Tumbaco,13.6,45.9,11.22,22.83,6.46,0.88,20.9,52.04,57.92
2026-01-19 03:00:00,Tumbaco,20.13,25.59,15.46,29.27,5.7,0.8,19.2,50.87,51.14
2026-01-19 04:00:00,Cotocollao,28.55,38.64,24.96,31.22,5.68,0.53,21.15,59.92,79.92
2026-01-19 05:00:00,Carapungo,31.31,52.58,24.35,29.36,4.46,0.77,18.97,59.13,87.67
2026-01-19 06:00:00,Tumbaco,14.08,19.85,31.1,20.86,2.57,0.67,18.43,58.54,41.92
2026-01-19 07:00:00,Centro,34.92,68.69,38.11,29.44,2.76,1.35,12.82,70.6,108.43
2026-01-19 08:00:00,Centro,45.77,79.5,43.17,38.24,6.42,0.92,17.19,65.95,133.27
2026-01-19 09:00:00,Los Chillos,47.07,87.17,39.95,31.14,5.04,1.21,17.92,61.54,136.91
2026-01-19 10:00:00,Carapungo,34.25,63.62,20.0,34.73,4.72,1.13,23.86,67.2,88.07
2026-01-19 11:00:00,Carapungo,24.75,62.28,28.38,26.34,4.15,0.72,20.06,53.1,95.03
2026-01-19 12:00:00,Los Chillos,28.17,57.76,27.54,33.25,4.39,0.61,22.61,66.26,88.56
2026-01-19 13:00:00,Tumbaco,1.0,34.35,17.87,29.95,7.09,0.74,19.79,66.81,37.89
2026-01-19 14:00:00,Carapungo,40.55,66.11,31.53,21.34,4.33,0.53,15.87,46.96,111.58
2026-01-19 15:00:00,Centro,11.32,60.83,29.07,30.23,2.32,1.08,18.35,76.95,64.45
2026-01-19 16:00:00,Centro,26.74,68.57,18.04,21.06,6.49,0.64,18.71,54.42,86.26
2026-01-19 17:00:00,Cotocollao,21.52,59.83,45.5,23.57,4.59,0.82,15.18,66.08,87.87
2026-01-19 18:00:00,Carapungo,22.7,16.41,76.13,29.33,5.06,0.65,16.85,78.97,88.56
2026-01-19 19:00:00,Tumbaco,37.54,51.58,30.18,30.08,8.22,1.23,17.38,76.11,110.66
2026-01-19 20:00:00,Los Chillos,27.39,99.51,40.2,19.68,4.96,1.16,22.82,65.41,123.43
2026-01-19 21:00:00,Los Chillos,24.77,58.89,30.54,35.38,5.58,0.5,11.76,60.65,92.27
2026-01-19 22:00:00,Tumbaco,17.3,47.58,11.88,32.0,2.64,0.72,21.62,76.37,69.11
2026-01-19 23:00:00,Cotocollao,28.4,69.9,42.48,23.07,4.56,0.3,15.19,73.1,93.7
2026-01-20 00:00:00,Los Chillos,22.61,46.33,26.62,17.24,6.22,0.64,13.88,57.58,60.47
2026-01-20 01:00:00,Carapungo,15.26,62.35,49.47,26.99,1.89,0.69,21.54,55.46,97.06
2026-01-20 02:00:00,Cotocollao,32.97,39.31,21.05,24.88,5.4,0.94,20.2,40.13,102.73
2026-01-20 03:00:00,Carapungo,23.46,52.34,51.41,28.79,5.2,0.45,21.76,66.85,105.12
2026-01-20 04:00:00,Centro,13.37,75.93,43.68,25.46,5.08,0.34,20.4,64.01,77.93
2026-01-20 05:00:00,Cotocollao,20.43,69.36,32.37,13.95,7.07,0.42,24.18,78.63,69.92
2026-01-20 06:00:00,Los Chillos,34.01,42.91,26.87,25.28,5.67,0.33,19.68,69.31,79.21
2026-01-20 07:00:00,Cotocollao,47.52,63.11,37.97,25.86,7.96,1.3,17.53,81.01,114.8
2026-01-20 08:00:00,Cotocollao,31.7,74.26,57.1,32.44,3.01,1.36,19.03,56.63,122.79
2026-01-20 09:00:00,Cotocollao,31.69,89.13,43.1,23.11,5.27,1.0,21.73,78.66,128.01
2026-01-20 10:00:00,Cotocollao,21.37,25.68,10.19,39.75,5.17,0.84,15.66,58.65,60.58
2026-01-20 11:00:00,Carapungo,50.2,13.72,20.88,14.62,2.86,0.63,16.04,74.33,98.7
2026-01-20 12:00:00,Centro,35.08,51.44,32.92,37.18,6.91,0.58,17.07,47.49,111.81
2026-01-20 13:00:00,Tumbaco,20.35,21.35,21.98,26.43,9.65,0.53,11.69,67.82,56.8
2026-01-20 14:00:00,Cotocollao,33.27,41.12,27.0,34.02,4.97,0.54,18.41,41.18,106.26
2026-01-20 15:00:00,Los Chillos,23.91,42.78,34.75,28.56,6.01,0.29,12.34,61.79,94.7
2026-01-20 16:00:00,Cotocollao,21.92,42.02,10.33,35.98,5.17,0.65,18.16,70.28,64.76
2026-01-20 17:00:00,Los Chillos,30.64,100.18,39.22,25.29,3.57,0.89,20.6,58.75,110.3
2026-01-20 18:00:00,Carapungo,41.78,97.31,20.39,20.31,1.36,1.12,16.57,52.39,124.43
2026-01-20 19:00:00,Los Chillos,32.55,74.26,46.62,37.94,3.59,0.93,23.03,75.15,113.67
2026-01-20 20:00:00,Tumbaco,33.39,65.2,29.09,27.21,2.22,0.85,13.62,63.76,91.37
2026-01-20 21:00:00,Centro,31.38,39.08,39.7,29.55,8.41,0.43,21.57,59.13,102.48
2026-01-20 22:00:00,Los Chillos,27.86,60.59,18.09,36.64,4.77,0.61,20.03,65.5,94.87
2026-01-20 23:00:00,Los Chillos,21.35,43.86,35.24,20.78,4.31,0.75,12.85,96.64,78.81
2026-01-21 00:00:00,Centro,31.68,77.08,46.67,32.17,6.78,0.37,26.13,78.84,100.24
2026-01-21 01:00:00,Tumbaco,4.81,23.14,23.73,23.87,2.76,0.62,17.81,78.95,30.15
2026-01-21 02:00:00,Cotocollao,32.26,23.86,26.36,27.07,3.47,0.65,15.37,70.23,82.14
2026-01-21 03:00:00,Los Chillos,24.77,57.27,29.64,28.51,5.14,0.46,13.78,67.0,79.29
2026-01-21 04:00:00,Centro,41.98,70.9,27.08,17.5,7.06,0.48,17.34,36.25,105.34
2026-01-21 05:00:00,Carapungo,1.0,40.91,41.4,22.55,6.0,0.65,17.62,56.85,59.54
2026-01-21 06:00:00,Centro,54.19,44.74,53.47,37.46,5.5,0.37,18.31,59.23,141.82
2026-01-21 07:00:00,Carapungo,40.72,120.67,65.45,34.2,5.16,1.0,17.11,42.5,166.13
2026-01-21 08:00:00,Tumbaco,37.04,32.59,23.0,27.56,5.8,0.63,19.9,51.11,81.07
2026-01-21 09:00:00,Cotocollao,22.57,114.91,46.02,29.7,5.4,1.22,16.84,41.23,113.86
2026-01-21 10:00:00,Centro,37.66,44.09,20.52,25.94,2.94,1.07,12.2,64.54,101.57
2026-01-21 11:00:00,Los Chillos,13.57,54.58,29.58,37.5,5.09,0.43,17.55,74.83,72.23
2026-01-21 12:00:00,Tumbaco,13.61,32.06,22.88,26.6,2.85,0.71,10.9,78.28,68.56
2026-01-21 13:00:00,Centro,52.24,75.67,14.06,29.62,5.16,0.45,19.06,69.98,122.46
2026-01-21 14:00:00,Los Chillos,20.47,36.84,15.71,36.02,4.04,0.81,15.06,53.44,81.24
2026-01-21 15:00:00,Centro,33.24,59.58,31.83,22.56,10.08,0.35,18.49,41.82,99.22
2026-01-21 16:00:00,Carapungo,37.65,59.3,29.37,38.91,4.92,0.7,21.94,43.92,114.88
2026-01-21 17:00:00,Centro,54.53,62.93,32.18,17.29,2.19,0.64,15.15,49.77,124.51
2026-01-21 18:00:00,Centro,48.73,117.84,59.03,39.41,4.73,0.84,21.18,54.33,161.55
2026-01-21 19:00:00,Centro,52.33,78.33,56.72,25.39,6.04,0.59,16.7,63.08,153.08
2026-01-21 20:00:00,Tumbaco,49.47,49.89,28.14,26.3,8.35,1.15,23.26,52.83,132.26
2026-01-21 21:00:00,Centro,30.15,42.12,26.54,14.77,3.82,0.43,16.9,69.07,85.87
2026-01-21 22:00:00,Los Chillos,23.61,6.56,33.39,24.82,1.84,0.71,15.48,62.21,66.61
2026-01-21 23:00:00,Carapungo,39.53,54.77,49.72,20.72,6.63,0.53,20.06,65.13,124.79
